seed,gamma,c,trigger_type,trigger_size,trigger_type,clf_acc,clfp_acc,clfp_acc_on_backdoor,clfp_acc_tr,avg_I_poison_train_triggered_test_clf,avg_abs_I_poison_train_triggered_test_clf,norm_I_poison_train_triggered_test_clf,mean_loss,min_loss,max_loss
1,-1,0.0001,badnet,"(8, 8)",badnet,0.956,0.95,0.158,0.8813333333333333,-1.2426156222724178e-08,1.317585333886951e-08,0.0009881890004152132,2.6946260241226154,0.24319440874626738,5.692503653215216
10,-1,0.0001,badnet,"(8, 8)",badnet,0.956,0.938,0.216,0.896,-1.2723453924207004e-08,1.3761813993673297e-08,0.0010321360495254973,2.77139895419537,0.24297848019531829,5.76643469238995
11,-1,0.0001,badnet,"(8, 8)",badnet,0.956,0.942,0.26,0.8953333333333333,-1.2267951077647128e-08,1.3340853428902979e-08,0.0010005640071677235,2.813139222421634,0.2688646782242803,5.974102727872541
100,-1,0.0001,badnet,"(8, 8)",badnet,0.956,0.942,0.222,0.8893333333333333,-1.2803670567180548e-08,1.3703785131871677e-08,0.0010277838848903758,2.834720985045357,0.24366386319849465,6.03443132413054
101,-1,0.0001,badnet,"(8, 8)",badnet,0.956,0.956,0.242,0.888,-1.2413583953157117e-08,1.3534681080824939e-08,0.0010151010810618703,2.743341729157486,0.21997917503626485,6.147113111178799
1,-1,0.00046415888336127773,badnet,"(8, 8)",badnet,0.954,0.952,0.548,0.9546666666666667,-1.5406964697101318e-07,2.3193462665789532e-07,0.01739509699934215,2.801186168667205,0.32818821539633436,5.786574125516846
10,-1,0.00046415888336127773,badnet,"(8, 8)",badnet,0.954,0.944,0.542,0.9586666666666667,-1.7297711034507696e-07,2.409298574267965e-07,0.01806973930700974,2.877331487703674,0.33761280215852446,5.792197855951407
11,-1,0.00046415888336127773,badnet,"(8, 8)",badnet,0.954,0.938,0.69,0.9686666666666667,-1.6519543266342135e-07,2.43276068593917e-07,0.018245705144543777,2.921426962174003,0.3511703192812525,6.035530181592243
100,-1,0.00046415888336127773,badnet,"(8, 8)",badnet,0.954,0.944,0.572,0.9453333333333334,-1.6139373098239286e-07,2.395144592769456e-07,0.01796358444577092,3.0296639582505986,0.309855783827223,6.342132991192863
101,-1,0.00046415888336127773,badnet,"(8, 8)",badnet,0.954,0.948,0.566,0.9566666666666667,-1.8295163461359914e-07,2.6081561337572655e-07,0.01956117100317949,2.895563827943727,0.33711745993270564,6.218499511601994
1,-1,0.002154434690031882,badnet,"(8, 8)",badnet,0.958,0.94,0.754,0.9893333333333333,-2.736089689397548e-06,6.223399278864139e-06,0.4667549459148104,2.8253862677386596,0.22897685652203162,6.553811611572199
10,-1,0.002154434690031882,badnet,"(8, 8)",badnet,0.958,0.938,0.736,0.99,-3.4926511243522545e-06,6.248012542249353e-06,0.4686009406687015,2.954383879364589,0.29292079046834457,7.947354298042652
