seed,gamma,c,trigger_type,trigger_size,trigger_type,clf_acc,clfp_acc,clfp_acc_on_backdoor,clfp_acc_tr,avg_I_poison_train_triggered_test_clf,avg_abs_I_poison_train_triggered_test_clf,norm_I_poison_train_triggered_test_clf,mean_loss,min_loss,max_loss
1,1e-05,0.1,invisible,"(224, 224)",invisible,0.98,0.978,0.068,0.8953333333333333,-0.0011069328998640365,0.008493268389763185,636.9951292322389,1.622261582822987,0.7300111705055801,2.663158809290266
10,1e-05,0.1,invisible,"(224, 224)",invisible,0.98,0.97,0.118,0.896,0.00037625447791220815,0.037438915159739405,2807.918636980455,1.619117371153742,0.7184219325879094,2.6409486244821236
11,1e-05,0.1,invisible,"(224, 224)",invisible,0.98,0.972,0.092,0.8906666666666667,-0.00048432771377676724,0.03755477131790881,2816.607848843161,1.621133981187163,0.7273912332401218,2.644445002906819
100,1e-05,0.1,invisible,"(224, 224)",invisible,0.98,0.97,0.09,0.892,-0.00013160848512997343,0.03743915681278164,2807.936760958623,1.6175493634915978,0.716780952880311,2.640743084738398
101,1e-05,0.1,invisible,"(224, 224)",invisible,0.98,0.97,0.104,0.892,0.0015896628353534062,0.09133217956812725,6849.913467609544,1.615760068453435,0.7178019417251096,2.6424594991947616
1,1e-05,0.2782559402207124,invisible,"(224, 224)",invisible,0.99,0.988,0.062,0.902,0.0018005145655129926,0.7348108286370169,55110.81214777626,1.8236210616461899,0.7878366574891401,3.122210574847749
10,1e-05,0.2782559402207124,invisible,"(224, 224)",invisible,0.99,0.986,0.158,0.9113333333333333,-0.023119561813862464,0.27942086526786447,20956.564895089836,1.828307436593082,0.7895713808947222,3.1537367431861187
11,1e-05,0.2782559402207124,invisible,"(224, 224)",invisible,0.99,0.988,0.11,0.904,0.008861137232412292,0.8582217540058094,64366.631550435704,1.8277525166801525,0.7962326285008858,3.1393212668343056
100,1e-05,0.2782559402207124,invisible,"(224, 224)",invisible,0.99,0.986,0.088,0.9006666666666666,-0.0019131670446069055,0.43126993838083,32345.24537856225,1.8271664566826604,0.7854291548299204,3.135179276192493
101,1e-05,0.2782559402207124,invisible,"(224, 224)",invisible,0.99,0.988,0.138,0.9073333333333333,0.012951084302228213,0.9986145634600633,74896.09225950475,1.8192449134005328,0.778428743088452,3.1245569397467694
1,1e-05,0.774263682681127,invisible,"(224, 224)",invisible,0.996,0.996,0.186,0.9226666666666666,0.17953389293654728,10.04080092652053,753060.0694890398,2.0268776542206575,0.8303014626123784,3.603856934926652
10,1e-05,0.774263682681127,invisible,"(224, 224)",invisible,0.996,0.996,0.382,0.946,0.07871772870105606,7.666725848144574,575004.438610843,2.0406220587070174,0.8828910220112363,3.681280078511369
11,1e-05,0.774263682681127,invisible,"(224, 224)",invisible,0.996,0.994,0.32,0.9373333333333334,0.04427650365187602,5.504414317534149,412831.0738150612,2.038706570246029,0.8695309193738646,3.6548214608950365
100,1e-05,0.774263682681127,invisible,"(224, 224)",invisible,0.996,0.996,0.296,0.9353333333333333,-0.025556866351298075,4.385869772486638,328940.23293649784,2.0381036465632665,0.8979581364355597,3.67919352672432
101,1e-05,0.774263682681127,invisible,"(224, 224)",invisible,0.996,0.994,0.372,0.9406666666666667,-0.0196291573792965,3.2541614915056707,244062.1118629253,2.022812683614132,0.88341476048115,3.6208689377754952
1,1e-05,2.1544346900318834,invisible,"(224, 224)",invisible,0.998,0.998,0.64,0.974,0.7385303742370677,61.27055909918602,4595291.932438952,2.1960780123968635,0.84852343000357,4.05688109523155
10,1e-05,2.1544346900318834,invisible,"(224, 224)",invisible,0.998,0.996,0.662,0.9813333333333333,-0.10664721555984713,34.46622109148977,2584966.581861733,2.2245435460610663,0.8679390689511325,4.211930237358853
